,img_h,error,Clump,Misread,Area,Perimeter,Solidity,Major_axis_length,Minor_axis_length,Equivalent_diameter,Eccentricity,Extent,Contrast,Dissimilarity,Homogeneity,ASM,Energy,Correlation,Bounding_box,Entropy
Ranunculus peltatus1-1,972,1,0,1,1752,192.1076477,0.95010846,82.68157838,27.5558333,47.23045291,0.942829107,0.456964006,342.9112117,5.723760962,0.618474472,0.269062807,0.51867298,0.816226315,"(729, 639, 800, 693)",3.850937563
Ranunculus petiolaris1-1,972,1,0,1,1519,181.3797257,0.950563204,80.16399583,24.65790177,43.9778452,0.95151795,0.453432836,353.1227659,5.68041639,0.617555537,0.273754553,0.523174641,0.839962107,"(730, 641, 797, 691)",3.840207971
Ranunculus repens1-1,972,1,0,1,1326,218.6518036,0.597835888,87.43493546,35.55305757,41.08911822,0.913596037,0.477837838,438.6406149,6.813407597,0.584078152,0.242081562,0.491965172,0.832023831,"(362, 43, 399, 118)",3.973732583
Ranunculus repens1-1,972,0,0,0,56215,897.7199128,0.988082892,273.9193607,261.5242477,267.5353453,0.297412616,0.776911702,81.51050545,3.458065763,0.434583953,0.047080293,0.216971489,0.967090811,"(411, 441, 682, 708)",5.882979665
Ranunculus repens1-1,972,1,0,1,1670,183.3797257,0.965317919,78.83007539,27.27993248,46.11192947,0.938212399,0.488732807,302.7461015,5.546312355,0.592766756,0.229618605,0.47913047,0.829599198,"(731, 641, 798, 692)",4.077560207
Ranunculus sceleratus1-1,972,0,0,0,46310,813.5950212,0.989043846,256.7983521,230.0520703,242.8244702,0.444362346,0.792111385,116.1343162,3.732591514,0.425499969,0.040523369,0.201292449,0.948799926,"(299, 650, 551, 882)",5.918928621
Ranunculus sceleratus1-1,972,1,0,1,1641,183.6223664,0.961335677,81.00823123,26.27148035,45.70980303,0.945952123,0.473183391,261.5983352,5.123599649,0.60932874,0.253915039,0.503860023,0.831064223,"(731, 641, 799, 692)",3.894337153
Ranunculus tripartitus1-1,972,1,0,1,7403,363.747258,0.912936244,121.5251803,85.61295408,97.08651992,0.70971653,0.615275931,473.5344665,5.140382021,0.563396853,0.137667916,0.371018328,0.963082972,"(272, 52, 366, 180)",5.043402372
Ranunculus tripartitus1-1,972,0,0,0,58910,920.2051942,0.989252729,289.9654583,259.5065941,273.8732217,0.446152561,0.764479165,121.3682483,4.658755,0.388917873,0.052498556,0.229118656,0.973804747,"(330, 380, 623, 643)",6.191965548
Ranunculus tripartitus1-1,972,1,0,1,1294,183.3380951,0.758944282,63.98413057,35.00316178,40.59029405,0.837093364,0.539166667,1127.285031,8.97616797,0.575400364,0.183092447,0.427813078,0.88050946,"(571, 92, 611, 152)",4.459131968
Ranunculus tripartitus1-1,972,1,0,1,1677,187.2792206,0.957191781,82.17970049,26.50782519,46.20847018,0.946549264,0.4585726,295.6930134,5.376015339,0.616832828,0.26879768,0.518418173,0.832683235,"(730, 640, 799, 693)",3.84999889
Rapanea melanophloeos1-1,972,0,0,0,29422,713.9909448,0.950046821,198.2828809,191.1724976,193.5490994,0.265393412,0.765958555,503.3552753,4.670690509,0.523160162,0.048474376,0.220149348,0.962837716,"(638, 433, 832, 631)",6.020946597
Raphanus raphanistrum1-1,972,0,0,0,30763,668.5828278,0.979339106,205.8308664,191.7203647,197.910758,0.363879239,0.758456607,207.3806391,3.554582871,0.508696658,0.054851516,0.234189758,0.944414949,"(321, 495, 529, 690)",5.575068147
Raukaua laetevirens1-1,972,0,0,0,52531,1262.957503,0.81983613,277.0863197,248.0669081,258.6204681,0.445525161,0.563202247,590.7506627,4.499231631,0.619605876,0.178986838,0.423063186,0.972830968,"(230, 505, 492, 861)",4.822778604
Rauvolfia caffra1-1,972,0,0,0,178518,1606.846897,0.990089016,520.5492822,437.7085157,476.7558883,0.54125433,0.785308945,111.2360892,1.963677406,0.613777894,0.045859547,0.21414271,0.96205141,"(270, 329, 708, 848)",5.848087724
Rauvolfia caffra1-2,972,0,0,0,244552,1946.209378,0.979740314,568.135793,551.001077,558.0083128,0.243740617,0.7674531,94.21910337,1.936166129,0.603743684,0.053924607,0.232213106,0.968080494,"(200, 247, 767, 809)",5.709468023
Rauvolfia caffra1-3,972,0,0,0,201407,1781.69971,0.975265719,542.7648942,476.0861033,506.3984172,0.480216907,0.74068476,70.76339392,1.809944577,0.633190906,0.066589972,0.258047281,0.976549134,"(228, 301, 756, 816)",5.657637303
Rauvolfia caffra1-4,972,0,0,0,310560,2147.103823,0.983320035,639.7101697,619.2887943,628.8221315,0.250652434,0.767817717,36.0815733,1.269213355,0.688881563,0.054464785,0.233372744,0.987339085,"(181, 597, 822, 1228)",5.684736849
Rebutia perplexa,450,1,1,0,48117,1190.555483,0.762370276,449.6364179,180.9390077,247.5165998,0.915458754,0.576797209,183.7108333,2.307332339,0.730296534,0.176080924,0.419614182,0.945367026,"(35, 198, 438, 405)",4.201447722
Reineckia carnea,450,0,0,0,24733,586.901587,0.990905449,179.1497331,176.2679479,177.4571319,0.178642238,0.826416733,231.5318209,2.322398925,0.771877886,0.042384427,0.205755722,0.952510924,"(238, 338, 410, 512)",4.534966723
Reseda lutea1-1,972,1,0,1,1456,149.6396103,0.953503602,53.34286819,35.63535325,43.05620486,0.744122275,0.742478327,1133.986819,8.662147112,0.452355823,0.050535865,0.224574916,0.858221065,"(46, 614, 83, 667)",5.303382757
Reseda lutea1-1,972,0,0,0,42807,773.3107499,0.993639888,243.9837186,223.6983275,233.4599863,0.399214398,0.806340416,210.1354772,4.141678598,0.445343073,0.034833067,0.186620262,0.902070648,"(305, 474, 529, 711)",5.852264331
Reseda lutea1-1,972,1,0,1,1572,183.3797257,0.952727273,80.13571569,25.74501214,44.73849086,0.946988439,0.462352941,377.6000141,6.085716033,0.605778956,0.264139299,0.513898295,0.830968925,"(730, 642, 798, 692)",3.946819616
Reseda luteola1-1,972,0,0,0,17623,503.7716447,0.983975433,157.7508911,143.0131269,149.7941938,0.422043212,0.730517327,218.3864198,4.286511291,0.480390029,0.065637992,0.256181652,0.927661399,"(120, 21, 283, 169)",5.480795749
Reseda luteola1-1,972,0,0,0,14981,461.6883835,0.986695646,141.3627441,135.3429724,138.1101069,0.288711516,0.770310572,231.544702,4.94889166,0.438059033,0.047419098,0.2177325,0.945963265,"(343, 879, 479, 1022)",5.822772186
Reseda luteola1-1,972,0,0,0,11125,402.4751801,0.981473313,126.4657676,112.3915156,119.015923,0.458467888,0.760683761,325.8127461,4.671293685,0.462198072,0.048823499,0.220919715,0.927982072,"(428, 1158, 553, 1275)",5.739184727
Reseda luteola1-1,972,0,0,0,15743,472.7178208,0.986279915,144.8241755,138.8349539,141.5789891,0.28460499,0.792020929,161.5108397,4.444511075,0.425236595,0.038515062,0.196223323,0.951788063,"(429, 283, 568, 426)",6.058106698
Reseda luteola1-1,972,0,0,0,18077,507.6883835,0.988408333,165.4526427,139.3494715,151.7114078,0.53911562,0.798736303,202.8122206,5.485172629,0.38285847,0.036030679,0.189784877,0.949405712,"(454, 494, 592, 658)",6.112974371
Reseda luteola1-1,972,1,0,1,1590,182.2081528,0.960725076,79.78496684,25.92846116,44.99389821,0.945721136,0.470275067,276.0322629,5.255819311,0.615320442,0.256536379,0.506451191,0.835086015,"(731, 641, 800, 690)",3.898265046
Reseda luteola1-1,972,0,0,0,13210,435.2031022,0.982083116,132.9464831,127.4065668,129.6899934,0.285664377,0.752449305,168.6731229,4.048912843,0.459296858,0.05535664,0.235256254,0.947021523,"(737, 313, 869, 446)",5.700083292
Reseda luteola1-1,972,0,0,0,15998,474.374675,0.990526902,147.4709178,138.4242419,142.7210084,0.344858976,0.793551587,107.0801811,4.212981177,0.406668394,0.037990887,0.194885155,0.969262848,"(739, 1000, 879, 1144)",6.141516694
Retama monosperma1-1,972,0,0,0,8702,347.7056275,0.990101263,106.2148169,104.4761787,105.2602989,0.1801949,0.781850854,484.3516263,7.783572632,0.349180848,0.040926735,0.202262666,0.92665077,"(447, 600, 553, 705)",5.825789001
Retama monosperma1-2,972,0,0,0,9746,431.5462479,0.931294792,116.5203133,109.1932411,111.3956579,0.349013648,0.718731563,311.380149,5.800489164,0.435380041,0.0703543,0.265214805,0.952981885,"(740, 148, 853, 268)",5.457439575
Rhamnus cathartica1-1,972,1,0,1,1881,197.0365799,0.918008785,83.30487899,29.44512469,48.93836515,0.935448813,0.47826087,454.8257803,6.302583505,0.588958769,0.224682643,0.473970852,0.842254374,"(731, 638, 800, 695)",4.274976734
Rhamnus hintonii1-1,972,1,0,1,2313,204.6101731,0.905283757,68.38301813,46.43869985,54.26788246,0.734048579,0.687165775,1268.127002,9.028195804,0.470373762,0.076820299,0.277051581,0.887208479,"(169, 350, 235, 401)",5.122271558
Rhamnus hintonii1-1,972,0,0,0,40748,908.6904756,0.920775523,255.8217456,221.8578053,227.7761291,0.497897449,0.621632342,134.164203,3.151265333,0.565551639,0.138068042,0.371570774,0.968052714,"(365, 506, 595, 791)",5.037178839
Rhamnus hintonii1-1,972,1,0,1,4086,338.1848122,0.836609337,112.2386763,54.86162831,72.1280582,0.872399052,0.594933023,847.6542176,7.270606919,0.53511024,0.145479611,0.381371409,0.919743512,"(607, 821, 675, 922)",4.99138123
Rhamnus hintonii1-1,972,1,0,1,1563,178.2081528,0.961846154,78.17877747,25.81492741,44.61023883,0.943909671,0.473636364,540.6856434,7.548146068,0.534580122,0.188552592,0.434162755,0.844259418,"(732, 642, 798, 692)",4.602745343
Rhamnus imertinus,450,0,0,0,8421,342.2914139,0.990589342,106.9436669,100.780701,103.5468503,0.334567334,0.778640777,201.5839107,2.980305197,0.735646261,0.061499275,0.247846962,0.872700285,"(194, 239, 297, 344)",4.056940594
Rhamnus lycioides1-1,972,0,0,0,25363,596.256926,0.992253824,184.6236252,175.4017316,179.7030177,0.312096806,0.787181875,129.5839946,4.093620963,0.407628463,0.041350947,0.203331221,0.961602675,"(24, 939, 203, 1119)",6.031290241
Rhamnus lycioides1-1,972,0,0,0,20132,537.0853532,0.987588913,174.7546738,147.5108757,160.1026499,0.536181676,0.741209823,169.6688928,4.500489968,0.435279212,0.061838839,0.248660656,0.964040762,"(103, 701, 260, 874)",5.839097889
Rhamnus lycioides1-1,972,0,0,0,20049,536.256926,0.984918452,165.1959525,155.3699964,159.7722743,0.339740015,0.745426829,191.9985578,4.17919265,0.444217596,0.059455105,0.24381815,0.967349991,"(164, 397, 328, 561)",5.940101338
Rhamnus lycioides1-1,972,0,0,0,22178,564.6000718,0.98814828,178.0041487,159.3109862,168.0413837,0.446096874,0.76870819,179.2315602,3.868760982,0.458678224,0.048906601,0.221128017,0.9552501,"(571, 20, 734, 197)",5.875015179
Rhamnus lycioides1-1,972,1,0,1,13812,496.7005769,0.926171796,145.2538155,124.5035756,132.6121585,0.515075257,0.649915302,238.5925844,4.412426794,0.511373715,0.114475207,0.33832964,0.915362094,"(637, 597, 798, 729)",5.25596431
Rhaphiostylis beninensis1-2,972,1,0,1,1563,161.3380951,0.971410814,63.72980262,31.66250722,44.61023883,0.867851214,0.606754658,1596.990111,9.758581271,0.68136888,0.123521348,0.351304906,0.900642742,"(113, 1197, 159, 1253)",3.654614592
Rheum australe,450,0,0,0,3500,219.2375901,0.988979938,72.3437115,61.61508343,66.75581178,0.524030935,0.795093139,212.5973586,3.846117204,0.567185064,0.037570711,0.193669204,0.87874353,"(73, 441, 135, 512)",4.453106766
Rheum australe,450,0,0,0,4022,234.3086579,0.988692232,73.38553124,69.80628457,71.56094919,0.308492401,0.798015873,206.3732129,3.405571503,0.635911706,0.044461294,0.210651185,0.891484795,"(106, 359, 176, 431)",3.976592878
Rheum australe,450,0,0,0,3108,206.4091629,0.98792117,67.22837652,58.90671433,62.90650606,0.481914928,0.7862383,216.7895839,3.800268985,0.585667871,0.041284065,0.203026992,0.882803845,"(173, 78, 240, 137)",4.203273727
Rheum australe,450,0,0,0,2104,169.7817459,0.98317757,54.40301775,49.27977461,51.75805253,0.423645732,0.793363499,432.3577142,5.945234895,0.492989007,0.034532083,0.185581305,0.818171187,"(225, 239, 277, 290)",4.6415054
Rheum australe,450,0,0,0,3310,213.2375901,0.987764846,70.5975046,59.70124501,64.91858665,0.533727395,0.788095238,403.8021491,5.604465602,0.498427372,0.038840312,0.196908076,0.835759581,"(323, 231, 383, 301)",4.835078271
Rheum rhabarbarum1-1,972,1,0,1,3537,303.2375901,0.904834996,123.608373,38.39263356,67.10773629,0.950541045,0.6140625,970.4666998,6.950850374,0.656079636,0.123283891,0.350919467,0.936465727,"(447, 352, 492, 480)",4.092043992
Rheum rhabarbarum1-1,972,1,0,1,1441,206.6751442,0.72851365,71.19528248,30.03185904,42.83384391,0.906677863,0.549580473,1576.552507,11.15003918,0.591146056,0.167957386,0.409634936,0.903626715,"(666, 248, 735, 286)",3.975493078
Rhinanthus alectorolophus1-1,972,1,0,1,1959,202.3502884,0.939117929,86.56062935,29.59271086,49.94272988,0.939746295,0.466428571,700.7512655,7.754878861,0.606495808,0.22497954,0.474270199,0.682279862,"(727, 638, 802, 694)",4.124396085
Rhinanthus asperulus1-1,972,0,0,0,52025,897.5777772,0.979220388,267.3677608,249.423871,257.3718852,0.36016955,0.767285116,136.5585261,3.761489047,0.498254244,0.051303817,0.22649406,0.980674108,"(250, 364, 503, 632)",6.11339323
Rhinanthus asperulus1-1,972,1,0,1,1849,195.5218613,0.953584322,84.74078338,28.45226503,48.52030419,0.941948832,0.466919192,596.8412572,6.987851495,0.600976598,0.227331142,0.476744449,0.818488314,"(729, 639, 801, 694)",4.212413948
Rhinanthus asperulus1-1,972,1,0,1,2210,272.1076477,0.638728324,114.8186116,37.95977783,53.04582353,0.943768696,0.3854203,835.3438217,8.224502711,0.593517372,0.205974954,0.45378321,0.935306733,"(820, 398, 881, 492)",4.10866205
Rhinanthus minor1-1,972,0,0,0,43244,790.3229432,0.986720212,243.5462178,226.4469154,234.6486115,0.368089614,0.776484953,92.66623492,1.982013336,0.665826659,0.051053851,0.225927129,0.914742467,"(254, 475, 492, 709)",4.945936118
Rhinanthus minor1-1,972,1,0,1,3494,386.4751801,0.573727422,118.1305245,62.08509754,66.69856797,0.850754346,0.356821895,694.9772316,6.43004631,0.681311095,0.350807489,0.592278038,0.889238631,"(697, 596, 799, 692)",3.726474654
Rhipsalis virgata,450,0,0,0,10397,398.7594514,0.96081693,117.3506503,113.6388534,115.0559496,0.249518482,0.74691092,367.0742253,3.66544935,0.663369204,0.061755883,0.24845032,0.94620386,"(76, 105, 192, 225)",4.780444699
Rhipsalis virgata,450,0,0,0,9354,362.7766953,0.984527944,113.1340695,105.443382,109.132409,0.362403057,0.788369153,272.6546705,3.328491492,0.654293372,0.046004997,0.214385736,0.954773727,"(118, 255, 231, 360)",4.876958522
Rhipsalis virgata,450,0,0,0,9917,371.019336,0.987650632,113.5813272,111.2798265,112.3686636,0.200288418,0.804885967,258.2860029,3.399288028,0.626798081,0.040349993,0.200776425,0.953701367,"(244, 395, 355, 506)",4.974202892
Rhizophora harrisonii1-1,972,0,0,0,49470,838.7077195,0.991501984,262.6884654,240.0396819,250.9724293,0.406207593,0.779055118,357.9678691,3.540815739,0.525446134,0.049074489,0.221511872,0.979588827,"(249, 665, 499, 919)",5.357821105
Rhizophora harrisonii1-2,972,1,0,1,2519,311.9299782,0.726355248,66.91630975,55.33932858,56.63294459,0.562212024,0.492762128,2549.233958,14.58636855,0.545036082,0.195576488,0.442170434,0.880872454,"(164, 904, 236, 975)",4.45550889
Rhizophora harrisonii1-2,972,0,0,0,43346,1035.264069,0.933416598,249.4341884,223.5377547,234.9251824,0.443692094,0.699129032,520.793723,4.315247483,0.534354915,0.08591018,0.293094946,0.973941901,"(537, 910, 785, 1160)",5.273136042
Rhizophora mangle1-1,972,0,0,0,40632,762.1219331,0.991483858,235.4417264,220.5537219,227.4516854,0.349957307,0.742394621,300.6280992,3.032483428,0.564443478,0.06322782,0.251442785,0.948042595,"(286, 476, 525, 705)",5.910976374
Rhizophora mangle1-1,972,1,0,1,3508,337.747258,0.659894658,107.8177472,66.20300692,66.83206059,0.789285027,0.475081257,1083.280686,8.137783337,0.606072662,0.241616859,0.491525714,0.894936412,"(787, 830, 891, 901)",4.313389445
Rhizophora mangle1-2,972,1,0,1,3239,255.6639969,0.909320606,101.458006,42.78972836,64.21855562,0.906713009,0.512581105,749.2276433,5.493069339,0.657303807,0.218364378,0.467260985,0.933725387,"(41, 1195, 130, 1266)",3.978226009
Rhizophora mangle1-2,972,0,0,0,45505,947.3828637,0.928313511,249.6792902,235.7788804,240.7047268,0.329008553,0.72092839,215.2702385,3.622482495,0.53594722,0.073951252,0.271931636,0.946363121,"(410, 1013, 673, 1253)",5.707850626
Rhizophora racemosa1-1,972,0,0,0,46752,843.8670991,0.981875459,246.9558818,241.9041601,243.9805222,0.201229944,0.791762634,312.6182691,4.1191108,0.482259567,0.040596005,0.201470646,0.9683387,"(220, 536, 464, 778)",6.129452726
Rhodocactus antonianus,450,0,0,0,15424,603.2274888,0.883188273,151.5705114,140.3545627,140.1372425,0.377519153,0.68554158,255.0236289,6.024995699,0.408488749,0.089726388,0.299526372,0.944797993,"(215, 357, 364, 508)",4.979494534
Rhododendron ferrugineum1-1,972,1,0,1,2006,192.3086579,0.896336014,59.56056388,47.57056928,50.53828773,0.60173953,0.632408575,870.3486575,10.20156594,0.43934834,0.108720582,0.329648804,0.944095885,"(426, 621, 487, 673)",5.200263949
Rhododendron ferrugineum1-1,972,1,0,1,1800,192.9360749,0.949367089,83.40720481,28.12100342,47.87307365,0.941449808,0.460947503,424.7368601,6.120958563,0.612591906,0.261699385,0.511530886,0.814424554,"(729, 638, 800, 693)",3.97845272
Rhododendron hirsutum1-1,972,0,0,0,92183,1155.685425,0.991289667,367.7760637,321.7706012,342.5945723,0.48428729,0.763711227,85.86743718,2.69401195,0.517742965,0.054315744,0.23305091,0.945231572,"(295, 508, 663, 836)",5.523285944
Rhododendron hirsutum1-1,972,1,0,1,2640,199.4802307,0.970588235,72.53430242,46.87719761,57.97717135,0.76310353,0.695652174,670.6882448,7.098260687,0.434760497,0.077404164,0.278139615,0.877150005,"(504, 113, 573, 168)",5.297085979
Rhododendron hirsutum1-1,972,1,0,1,1824,195.5218613,0.951486698,83.88285717,28.37097282,48.19117066,0.941066587,0.462709285,291.6968325,5.219123039,0.622941239,0.263980392,0.513753842,0.827069317,"(728, 639, 801, 693)",3.853253588
Rhododendron lapponicum1-1,972,0,0,0,128134,1407.851947,0.981441056,447.1937335,372.933396,403.9124606,0.551852913,0.737249712,53.14683698,2.674306199,0.50253229,0.066799449,0.258452415,0.977524329,"(288, 348, 683, 788)",5.571080716
Rhododendron lapponicum1-1,972,1,0,1,1511,179.0365799,0.961195929,79.30899977,24.67549356,43.86188496,0.950367014,0.448900772,320.4264085,5.511060469,0.623582076,0.277683825,0.526911369,0.831672545,"(731, 641, 797, 692)",3.784918889
Rhododendron lapponicum2-1,972,0,0,0,31242,668.2985566,0.993007438,209.1389894,192.5329176,199.4456063,0.390511816,0.787150416,265.8629605,4.166440445,0.4695568,0.041969489,0.204849679,0.939996728,"(122, 1078, 332, 1267)",6.140346833
Rhododendron lapponicum2-1,972,0,0,0,27869,634.5828278,0.990827319,210.4994901,169.6883728,188.3717412,0.591748708,0.738838812,241.3185964,4.017710537,0.501378689,0.063970432,0.252913644,0.950928445,"(454, 682, 638, 887)",5.936528241
Rhododendron lapponicum2-1,972,0,0,0,32300,682.4823228,0.99101034,206.6602309,201.1942161,202.7945692,0.228471005,0.753880266,229.6139913,3.974516461,0.490072243,0.056723322,0.238155085,0.946507352,"(599, 268, 804, 477)",5.906270579
Rhododendron lapponicum2-2,972,0,0,0,185039,1639.959595,0.992805022,509.6495462,469.3156136,485.3853852,0.389894636,0.76857163,76.76485438,2.272319725,0.562179326,0.052265166,0.228612641,0.98698194,"(221, 520, 730, 993)",6.21483767
Rhododendron lapponicum2-2,972,1,0,1,4036,386.9188309,0.75004646,138.6449435,47.85533408,71.68538765,0.938542147,0.366909091,603.2364304,5.063826389,0.707168426,0.381972016,0.618028545,0.9418891,"(779, 196, 889, 296)",3.398018592
Rhododendron ponticum1-1,972,0,0,0,177724,1723.515944,0.962136879,493.8851716,468.2160202,475.6944659,0.318192651,0.739106206,86.64092088,3.142649587,0.480836371,0.065727018,0.25637041,0.979123161,"(123, 432, 625, 911)",5.992616719
Rhododendron ponticum1-1,972,1,0,1,1773,192.4507935,0.932176656,82.4549325,28.22466086,47.51266897,0.939589223,0.471166622,347.7578785,5.669235551,0.60304856,0.24474149,0.494672577,0.820165818,"(729, 639, 800, 692)",3.995616381
Rhoicissus digitata1-1,972,0,0,0,126668,1337.449927,0.994574392,408.6995933,395.2348394,401.5952025,0.254568884,0.761225962,175.7866139,2.35407426,0.60671644,0.056036855,0.236716716,0.970783584,"(311, 487, 711, 903)",5.808498617
Rhus gueinzii1-1,972,0,0,0,7108,318.492424,0.988320356,106.1292426,85.42140058,95.13246914,0.593436377,0.776660839,577.8511883,8.062383894,0.354501425,0.041645182,0.204003968,0.930036875,"(400, 673, 504, 761)",5.806999082
Rhus gueinzii1-2,972,0,0,0,5954,289.8650071,0.981536433,87.95038636,86.61189234,87.06818161,0.173798358,0.805029746,720.6709833,6.696794077,0.399910256,0.031322598,0.176902836,0.928438487,"(459, 591, 545, 677)",5.503829595
Rhus terebinthifolia1-1,972,0,0,0,30336,661.2863633,0.992832597,220.307043,175.9336275,196.5324269,0.601883687,0.807409773,200.0977496,4.726957761,0.39523084,0.033776544,0.183763273,0.963772952,"(389, 466, 591, 652)",6.246266863
Rhus terebinthifolia1-1,972,1,0,1,1339,170.5512986,0.959856631,75.87163335,22.85838288,41.2900442,0.953536644,0.442791005,471.9477793,6.575298181,0.616533578,0.282286679,0.531253177,0.819468147,"(733, 643, 796, 691)",3.785860169
Rhus typhina,450,0,0,0,11495,408.8183259,0.987882434,136.4667002,107.4976703,120.9788765,0.616032306,0.758695796,222.9073522,6.247076316,0.401042538,0.051851958,0.227676334,0.962069523,"(119, 108, 258, 217)",5.839223884
Rhus typhina,450,0,0,0,13532,520.138131,0.957001414,147.7851606,118.5699966,131.2611044,0.596903179,0.734556509,213.4884622,5.489655511,0.478573862,0.063934938,0.252823053,0.970054357,"(176, 351, 327, 473)",5.437806177
Rhynchosia mannii1-2,972,1,0,1,2319,200.509668,0.906922174,63.76525172,49.80474387,54.33822323,0.624450956,0.721755369,494.0123534,7.310616924,0.48013332,0.063761413,0.252365531,0.804129529,"(188, 1156, 239, 1219)",5.287488422
Rhynchospora alba1-1,972,1,0,1,1356,135.882251,0.984749455,43.87857353,39.44387251,41.55132757,0.438087315,0.770454545,563.5729968,6.698665264,0.418826989,0.038352293,0.195636548,0.915195829,"(61, 110, 101, 154)",5.257487415
Rhynchospora alba1-1,972,1,0,1,6759,539.529004,0.771839671,117.9953806,92.99703073,92.76759177,0.615494368,0.544202899,346.7726356,7.143767448,0.487445358,0.16060397,0.40072818,0.969884345,"(147, 1077, 262, 1185)",5.204161382
Rhynchospora alba1-1,972,1,0,1,2064,203.1959595,0.933514247,80.10064739,34.70399515,51.26369495,0.901271448,0.670565302,363.5692577,7.890019501,0.399864885,0.08618927,0.293314756,0.969432748,"(293, 553, 331, 634)",5.787967014
Rhynchospora alba1-1,972,1,0,1,1606,149.7817459,0.976885645,47.01776198,43.65825579,45.21971593,0.371211985,0.744897959,469.7692567,6.156859131,0.445799527,0.048824813,0.220780064,0.83148683,"(338, 90, 382, 139)",5.27582381
Rhynchospora alba1-2,972,1,0,1,1356,135.882251,0.984749455,43.87857353,39.44387251,41.55132757,0.438087315,0.770454545,563.5729968,6.698665264,0.418826989,0.038352293,0.195636548,0.915195829,"(61, 110, 101, 154)",5.257487415
Rhynchospora alba1-2,972,1,0,1,6759,539.529004,0.771839671,117.9953806,92.99703073,92.76759177,0.615494368,0.544202899,346.7726356,7.143767448,0.487445358,0.16060397,0.40072818,0.969884345,"(147, 1077, 262, 1185)",5.204161382
Rhynchospora alba1-2,972,1,0,1,2064,203.1959595,0.933514247,80.10064739,34.70399515,51.26369495,0.901271448,0.670565302,363.5692577,7.890019501,0.399864885,0.08618927,0.293314756,0.969432748,"(293, 553, 331, 634)",5.787967014
Rhynchospora alba1-2,972,1,0,1,1606,149.7817459,0.976885645,47.01776198,43.65825579,45.21971593,0.371211985,0.744897959,469.7692567,6.156859131,0.445799527,0.048824813,0.220780064,0.83148683,"(338, 90, 382, 139)",5.27582381
Rhynchospora corymbosa1-1,972,0,0,0,69466,1019.376767,0.985822749,348.199324,255.585598,297.4001651,0.679126827,0.777851184,157.9063757,3.338046648,0.471678393,0.04710524,0.217029886,0.970781468,"(246, 569, 583, 834)",6.001758108
Rhynchospora corymbosa1-1,972,1,0,1,18172,607.629509,0.93665275,210.7170875,116.1505466,152.1095296,0.834362846,0.654233871,273.9100584,3.309223947,0.616004418,0.112606973,0.33554546,0.943203353,"(275, 393, 492, 521)",5.11806092
Rhynchospora jaliscensis1-1,972,0,0,0,25850,633.4873734,0.966897326,204.7126681,164.3791251,181.4200712,0.596012904,0.797839506,254.2436433,5.640133986,0.367537394,0.036761427,0.191706786,0.961225532,"(398, 577, 598, 739)",6.413048265
Rhynchospora jaliscensis1-1,972,1,0,1,1763,191.2792206,0.958673192,83.28241329,27.54672803,47.37849003,0.943713908,0.468509168,489.218471,6.478593951,0.605259046,0.253068305,0.503022936,0.810459397,"(729, 640, 800, 693)",4.064352645
Ribes altissimum1-1,972,0,0,0,77817,1051.501659,0.992665068,326.6808371,303.9112328,314.7692514,0.366799162,0.774660787,164.3925272,2.894845495,0.566753723,0.04939398,0.222239879,0.981372058,"(435, 585, 746, 908)",5.968776373
Ribes altissimum1-2,972,0,0,0,77817,1051.501659,0.992665068,326.6808371,303.9112328,314.7692514,0.366799162,0.774660787,164.3925272,2.894845495,0.566753723,0.04939398,0.222239879,0.981372058,"(435, 585, 746, 908)",5.968776373
Ribes rubrum1-1,972,0,0,0,43109,1096.512806,0.902163904,247.8400183,225.7183551,234.2820598,0.412975432,0.70701786,291.8057015,6.560372582,0.404167369,0.07694341,0.277375549,0.962763785,"(308, 414, 549, 667)",6.11220128
Ribes rubrum1-1,972,1,0,1,1855,194.3502884,0.956185567,83.63710832,28.91499771,48.59896455,0.938337826,0.468434343,443.6459562,6.359950592,0.599097313,0.244421009,0.494345903,0.796816783,"(728, 639, 800, 694)",4.058432861
Ribes rubrum1-1,972,1,0,1,1316,174.0243866,0.824045085,70.08373809,27.08990327,40.93388866,0.922274227,0.653101737,951.6684069,10.40344525,0.40738499,0.093094571,0.304772624,0.811118535,"(813, 668, 878, 699)",5.263814394
Ribes sanguineum,450,0,0,0,8467,341.4629868,0.990987828,106.1102717,101.615631,103.8292792,0.287962138,0.790421957,349.094343,4.195071996,0.580964509,0.039822075,0.199490249,0.91448728,"(68, 386, 171, 490)",5.122259865
Ribes sanguineum,450,0,0,0,9602,364.7766953,0.991430046,112.3680599,108.8098742,110.5696437,0.249656179,0.786404586,289.6039888,3.538251284,0.627141853,0.043588362,0.208700767,0.936475721,"(255, 135, 365, 246)",4.863633747
Ricinodendron heudelotii1-1,972,0,0,0,246338,1872.209378,0.993787266,571.1648477,549.3090022,560.0422153,0.273982736,0.779975176,76.45918306,1.620587318,0.645894374,0.051566305,0.22707244,0.955520656,"(209, 317, 767, 883)",4.98971647
Ricinus communis,450,1,1,0,9396,517.1025971,0.833865815,182.2318094,77.54207337,109.37714,0.904952133,0.523220849,258.37697,2.849473266,0.766125835,0.21874952,0.467694,0.970474829,"(115, 167, 238, 313)",3.620345717
